日期,基金代码,基金名称,基金份额(亿份),ETF收盘价
20240117,510050,上证50ETF华夏,337.650668,2.2342
20240117,510300,沪深300ETF华泰柏瑞,361.462877,3.2948
20240117,510310,沪深300ETF易方达,348.703074,1.5756
20240117,510500,中证500ETF南方,79.393686,5.1475
20240123,510050,上证50ETF华夏,392.550668,2.2612
20240123,510300,沪深300ETF华泰柏瑞,437.224877,3.228
20240123,510310,沪深300ETF易方达,461.343074,1.5767
20240123,510500,中证500ETF南方,81.249686,4.947
20240124,510050,上证50ETF华夏,395.016668,2.2957
20240124,510300,沪深300ETF华泰柏瑞,445.45087699999993,3.2729
20240124,510310,沪深300ETF易方达,480.743074,1.5987
20240124,510500,中证500ETF南方,80.881686,5.0149
20240126,510050,上证50ETF华夏,407.805668,2.3502
20240126,510300,沪深300ETF华泰柏瑞,455.521877,3.3299
20240126,510310,沪深300ETF易方达,506.743074,1.6264
20240126,510500,中证500ETF南方,79.597686,5.1125
20240129,510050,上证50ETF华夏,408.282668,2.3401
20240129,510300,沪深300ETF华泰柏瑞,454.009877,3.3002
20240129,510310,沪深300ETF易方达,507.423074,1.6119
20240129,510500,中证500ETF南方,79.60568599999999,5.0117
20240131,510050,上证50ETF华夏,419.244668,2.289
20240131,510300,沪深300ETF华泰柏瑞,469.264877,3.2121
20240131,510310,沪深300ETF易方达,533.243074,1.5687
20240131,510500,中证500ETF南方,82.01368599999999,4.7766
20240201,510050,上证50ETF华夏,428.982668,2.2828
20240201,510300,沪深300ETF华泰柏瑞,477.679877,3.2141
20240201,510310,沪深300ETF易方达,534.9030740000001,1.5698
20240201,510500,中证500ETF南方,83.153686,4.7574
20240207,510050,上证50ETF华夏,442.221668,2.3795
20240207,510300,沪深300ETF华泰柏瑞,518.152877,3.3386
20240207,510310,沪深300ETF易方达,635.963074,1.6309
20240207,510500,中证500ETF南方,127.665686,5.1926
20240219,510050,上证50ETF华夏,458.772668,2.4068
20240219,510300,沪深300ETF华泰柏瑞,528.7368769999999,3.3979
20240219,510310,沪深300ETF易方达,663.9030740000001,1.6601
20240219,510500,中证500ETF南方,139.621686,5.2245
20240221,510050,上证50ETF华夏,463.083668,2.4464
20240221,510300,沪深300ETF华泰柏瑞,531.3918769999999,3.4511
20240221,510310,沪深300ETF易方达,671.1430740000001,1.686
20240221,510500,中证500ETF南方,136.645686,5.2234
20240222,510050,上证50ETF华夏,463.947668,2.4694
20240222,510300,沪深300ETF华泰柏瑞,530.536877,3.4806
20240222,510310,沪深300ETF易方达,671.703074,1.7005
20240222,510500,中证500ETF南方,136.053686,5.2606
20240228,510050,上证50ETF华夏,460.050668,2.4212
20240228,510300,沪深300ETF华泰柏瑞,529.906877,3.4441
20240228,510310,沪深300ETF易方达,678.343074,1.6827
20240228,510500,中证500ETF南方,138.113686,5.2695
20240305,510050,上证50ETF华夏,455.982668,2.4823
20240305,510300,沪深300ETF华泰柏瑞,545.476877,3.5579
20240305,510310,沪深300ETF易方达,733.563074,1.7387
20240305,510500,中证500ETF南方,146.425686,5.4383
20240306,510050,上证50ETF华夏,458.826668,2.4699
20240306,510300,沪深300ETF华泰柏瑞,551.173877,3.5436
20240306,510310,沪深300ETF易方达,746.043074,1.7316
20240306,510500,中证500ETF南方,147.50968600000002,5.4366
20240308,510050,上证50ETF华夏,460.536668,2.4617
20240308,510300,沪深300ETF华泰柏瑞,553.1268769999999,3.5373
20240308,510310,沪深300ETF易方达,751.743074,1.7286
20240308,510500,中证500ETF南方,148.157686,5.4361
20240311,510050,上证50ETF华夏,458.835668,2.4787
20240311,510300,沪深300ETF华泰柏瑞,553.567877,3.5813
20240311,510310,沪深300ETF易方达,752.303074,1.7501
20240311,510500,中证500ETF南方,148.621686,5.5277
20240313,510050,上证50ETF华夏,464.037668,2.463
20240313,510300,沪深300ETF华泰柏瑞,558.6798769999999,3.5644
20240313,510310,沪深300ETF易方达,756.2630740000001,1.7419
20240313,510500,中证500ETF南方,149.529686,5.5014
20240314,510050,上证50ETF华夏,463.560668,2.4591
20240314,510300,沪深300ETF华泰柏瑞,558.364877,3.5542
20240314,510310,沪深300ETF易方达,757.503074,1.7369
20240314,510500,中证500ETF南方,149.013686,5.4783
20240320,510050,上证50ETF华夏,460.221668,2.4616
20240320,510300,沪深300ETF华泰柏瑞,551.767877,3.5768
20240320,510310,沪深300ETF易方达,764.103074,1.7481
20240320,510500,中证500ETF南方,146.95768600000002,5.5803
20240326,510050,上证50ETF华夏,466.170668,2.4484
20240326,510300,沪深300ETF华泰柏瑞,555.8088769999999,3.5351
20240326,510310,沪深300ETF易方达,779.8830740000001,1.7278
20240326,510500,中证500ETF南方,147.61768600000002,5.3683
20240327,510050,上证50ETF华夏,464.433668,2.4335
20240327,510300,沪深300ETF华泰柏瑞,554.152877,3.4944
20240327,510310,沪深300ETF易方达,782.3830740000001,1.7079
20240327,510500,中证500ETF南方,147.26568600000002,5.2393
20240329,510050,上证50ETF华夏,459.150668,2.4495
20240329,510300,沪深300ETF华泰柏瑞,553.288877,3.5288
20240329,510310,沪深300ETF易方达,781.043074,1.7248
20240329,510500,中证500ETF南方,145.681686,5.3697
20240401,510050,上证50ETF华夏,463.614668,2.4764
20240401,510300,沪深300ETF华泰柏瑞,556.384877,3.5866
20240401,510310,沪深300ETF易方达,782.443074,1.7531
20240401,510500,中证500ETF南方,147.249686,5.4869
20240403,510050,上证50ETF华夏,464.091668,2.4648
20240403,510300,沪深300ETF华泰柏瑞,556.6368769999999,3.5589
20240403,510310,沪深300ETF易方达,781.423074,1.7395
20240403,510500,中证500ETF南方,142.381686,5.46
20240410,510050,上证50ETF华夏,461.247668,2.4306
20240410,510300,沪深300ETF华泰柏瑞,554.503877,3.4956
20240410,510310,沪深300ETF易方达,780.223074,1.7088
20240410,510500,中证500ETF南方,138.75368600000002,5.3581
20240416,510050,上证50ETF华夏,456.675668,2.4461
20240416,510300,沪深300ETF华泰柏瑞,550.561877,3.5017
20240416,510310,沪深300ETF易方达,778.123074,1.7118
20240416,510500,中证500ETF南方,139.465686,5.2737
20240417,510050,上证50ETF华夏,457.926668,2.4739
20240417,510300,沪深300ETF华泰柏瑞,552.8478769999999,3.5552
20240417,510310,沪深300ETF易方达,778.443074,1.7381
20240417,510500,中证500ETF南方,139.693686,5.4238
20240419,510050,上证50ETF华夏,459.825668,2.4646
20240419,510300,沪深300ETF华泰柏瑞,553.4868769999999,3.5319
20240419,510310,沪深300ETF易方达,779.4030740000001,1.7267
20240419,510500,中证500ETF南方,138.137686,5.3986
20240422,510050,上证50ETF华夏,457.836668,2.4597
20240422,510300,沪深300ETF华泰柏瑞,555.3768769999999,3.5218
20240422,510310,沪深300ETF易方达,780.163074,1.7217
20240422,510500,中证500ETF南方,137.95768600000002,5.3512
20240424,510050,上证50ETF华夏,456.621668,2.4589
20240424,510300,沪深300ETF华泰柏瑞,561.460877,3.5126
20240424,510310,沪深300ETF易方达,784.723074,1.7173
20240424,510500,中证500ETF南方,138.097686,5.3463
20240425,510050,上证50ETF华夏,456.198668,2.4665
20240425,510300,沪深300ETF华泰柏瑞,562.108877,3.5212
20240425,510310,沪深300ETF易方达,784.663074,1.7215
20240425,510500,中证500ETF南方,138.309686,5.3427
20240507,510050,上证50ETF华夏,456.333668,2.5352
20240507,510300,沪深300ETF华泰柏瑞,571.918877,3.6517
20240507,510310,沪深300ETF易方达,789.5230740000001,1.7855
20240507,510500,中证500ETF南方,147.769686,5.6148
20240508,510050,上证50ETF华夏,455.001668,2.5212
20240508,510300,沪深300ETF华泰柏瑞,570.649877,3.6229
20240508,510310,沪深300ETF易方达,788.963074,1.7715
20240508,510500,中证500ETF南方,145.21368600000002,5.5452
20240510,510050,上证50ETF华夏,450.798668,2.5439
20240510,510300,沪深300ETF华泰柏瑞,566.9688769999999,3.6592
20240510,510310,沪深300ETF易方达,785.943074,1.7893
20240510,510500,中证500ETF南方,142.32568600000002,5.625
20240513,510050,上证50ETF华夏,447.054668,2.5416
20240513,510300,沪深300ETF华泰柏瑞,565.3488769999999,3.6575
20240513,510310,沪深300ETF易方达,783.663074,1.7885
20240513,510500,中证500ETF南方,140.693686,5.5943
20240515,510050,上证50ETF华夏,442.878668,2.512
20240515,510300,沪深300ETF华泰柏瑞,561.109877,3.6224
20240515,510310,沪深300ETF易方达,781.723074,1.7713
20240515,510500,中证500ETF南方,138.477686,5.5365
20240516,510050,上证50ETF华夏,439.467668,2.5242
20240516,510300,沪深300ETF华泰柏瑞,556.060877,3.6365
20240516,510310,沪深300ETF易方达,780.963074,1.7782
20240516,510500,中证500ETF南方,138.66568600000002,5.5173
20240522,510050,上证50ETF华夏,441.303668,2.5641
20240522,510300,沪深300ETF华泰柏瑞,555.2328769999999,3.6819
20240522,510310,沪深300ETF易方达,778.5230740000001,1.8007
20240522,510500,中证500ETF南方,137.817686,5.4811
20240528,510050,上证50ETF华夏,448.287668,2.5244
20240528,510300,沪深300ETF华泰柏瑞,555.8088769999999,3.6074
20240528,510310,沪深300ETF易方达,777.423074,1.7644
20240528,510500,中证500ETF南方,133.59368600000002,5.333
20240529,510050,上证50ETF华夏,450.591668,2.5274
20240529,510300,沪深300ETF华泰柏瑞,556.5738769999999,3.6123
20240529,510310,沪深300ETF易方达,777.563074,1.7668
20240529,510500,中证500ETF南方,134.669686,5.3478
20240531,510050,上证50ETF华夏,452.823668,2.496
20240531,510300,沪深300ETF华泰柏瑞,560.182877,3.5794
20240531,510310,沪深300ETF易方达,775.803074,1.7507
20240531,510500,中证500ETF南方,135.893686,5.3344
20240603,510050,上证50ETF华夏,455.514668,2.5027
20240603,510300,沪深300ETF华泰柏瑞,559.1028769999999,3.5882
20240603,510310,沪深300ETF易方达,774.343074,1.7551
20240603,510500,中证500ETF南方,134.77768600000002,5.3002
20240605,510050,上证50ETF华夏,456.783668,2.5047
20240605,510300,沪深300ETF华泰柏瑞,557.0058769999999,3.5963
20240605,510310,沪深300ETF易方达,771.983074,1.759
20240605,510500,中证500ETF南方,134.113686,5.3085
20240606,510050,上证50ETF华夏,456.783668,2.5044
20240606,510300,沪深300ETF华泰柏瑞,560.407877,3.5949
20240606,510310,沪深300ETF易方达,772.243074,1.7583
20240606,510500,中证500ETF南方,134.43368600000002,5.2636
20240612,510050,上证50ETF华夏,466.791668,2.4635
20240612,510300,沪深300ETF华泰柏瑞,564.0978769999999,3.5504
20240612,510310,沪深300ETF易方达,773.543074,1.7364
20240612,510500,中证500ETF南方,134.541686,5.2756
20240618,510050,上证50ETF华夏,474.792668,2.4543
20240618,510300,沪深300ETF华泰柏瑞,563.719877,3.5569
20240618,510310,沪深300ETF易方达,774.363074,1.7393
20240618,510500,中证500ETF南方,137.67768600000002,5.2799
20240619,510050,上证50ETF华夏,474.612668,2.4581
20240619,510300,沪深300ETF华泰柏瑞,563.422877,3.5456
20240619,510310,沪深300ETF易方达,774.623074,1.7337
20240619,510500,中证500ETF南方,137.721686,5.2197
20240621,510050,上证50ETF华夏,464.127668,2.4418
20240621,510300,沪深300ETF华泰柏瑞,571.9638769999999,3.5138
20240621,510310,沪深300ETF易方达,786.843074,1.7182
20240621,510500,中证500ETF南方,138.33768600000002,5.1548
20240624,510050,上证50ETF华夏,466.269668,2.4465
20240624,510300,沪深300ETF华泰柏瑞,587.038877,3.4956
20240624,510310,沪深300ETF易方达,799.863074,1.7093
20240624,510500,中证500ETF南方,144.173686,5.0454
20240626,510050,上证50ETF华夏,464.127668,2.4421
20240626,510300,沪深300ETF华泰柏瑞,597.388877,3.5011
20240626,510310,沪深300ETF易方达,806.943074,1.712
20240626,510500,中证500ETF南方,145.233686,5.0767
20240627,510050,上证50ETF华夏,462.291668,2.4338
20240627,510300,沪深300ETF华泰柏瑞,603.157877,3.4772
20240627,510310,沪深300ETF易方达,812.1430740000001,1.7003
20240627,510500,中证500ETF南方,147.697686,4.9847
20240703,510050,上证50ETF华夏,455.136668,2.4622
20240703,510300,沪深300ETF华泰柏瑞,606.190877,3.4897
20240703,510310,沪深300ETF易方达,819.463074,1.7063
20240703,510500,中证500ETF南方,145.513686,4.9704
20240710,510050,上证50ETF华夏,458.241668,2.4409
20240710,510300,沪深300ETF华泰柏瑞,629.8248769999999,3.4652
20240710,510310,沪深300ETF易方达,851.1430740000001,1.6946
20240710,510500,中证500ETF南方,150.597686,4.9103
20240712,510050,上证50ETF华夏,454.344668,2.4838
20240712,510300,沪深300ETF华泰柏瑞,628.186877,3.5207
20240712,510310,沪深300ETF易方达,848.983074,1.722
20240712,510500,中证500ETF南方,151.073686,4.9903
20240717,510050,上证50ETF华夏,449.646668,2.5119
20240717,510300,沪深300ETF华泰柏瑞,655.186877,3.5553
20240717,510310,沪深300ETF易方达,902.743074,1.7392
20240717,510500,中证500ETF南方,157.86168600000002,4.9281
20240718,510050,上证50ETF华夏,450.456668,2.5237
20240718,510300,沪深300ETF华泰柏瑞,666.2568769999999,3.5756
20240718,510310,沪深300ETF易方达,922.063074,1.7493
20240718,510500,中证500ETF南方,160.333686,4.9505
20240724,510050,上证50ETF华夏,484.548668,2.4726
20240724,510300,沪深300ETF华泰柏瑞,714.865877,3.4761
20240724,510310,沪深300ETF易方达,977.303074,1.7005
20240724,510500,中证500ETF南方,167.845686,4.738
20240730,510050,上证50ETF华夏,503.097668,2.4224
20240730,510300,沪深300ETF华泰柏瑞,746.9058769999999,3.4321
20240730,510310,沪深300ETF易方达,1010.363074,1.6791
20240730,510500,中证500ETF南方,168.32568600000002,4.7722
20240731,510050,上证50ETF华夏,505.311668,2.4641
20240731,510300,沪深300ETF华泰柏瑞,752.854877,3.5054
20240731,510310,沪深300ETF易方达,1016.763074,1.7152
20240731,510500,中证500ETF南方,171.869686,4.9636
20240802,510050,上证50ETF华夏,507.750668,2.4311
20240802,510300,沪深300ETF华泰柏瑞,755.7708769999999,3.4471
20240802,510310,沪深300ETF易方达,1020.663074,1.6866
20240802,510500,中证500ETF南方,172.449686,4.8642
20240805,510050,上证50ETF华夏,519.909668,2.4157
20240805,510300,沪深300ETF华泰柏瑞,765.202877,3.4052
20240805,510310,沪深300ETF易方达,1031.843074,1.6661
20240805,510500,中证500ETF南方,172.22968600000002,4.7679
20240807,510050,上证50ETF华夏,523.995668,2.4005
20240807,510300,沪深300ETF华泰柏瑞,769.441877,3.4029
20240807,510310,沪深300ETF易方达,1039.103074,1.6652
20240807,510500,中证500ETF南方,171.145686,4.8268
20240808,510050,上证50ETF华夏,527.856668,2.4067
20240808,510300,沪深300ETF华泰柏瑞,772.249877,3.4048
20240808,510310,沪深300ETF易方达,1040.583074,1.6661
20240808,510500,中证500ETF南方,171.64168600000002,4.8316
20240814,510050,上证50ETF华夏,525.2646679999999,2.3924
20240814,510300,沪深300ETF华泰柏瑞,774.094877,3.3722
20240814,510310,沪深300ETF易方达,1041.823074,1.6501
20240814,510500,中证500ETF南方,170.80168600000002,4.7413
20240820,510050,上证50ETF华夏,526.155668,2.4357
20240820,510300,沪深300ETF华泰柏瑞,794.4978769999999,3.3982
20240820,510310,沪深300ETF易方达,1087.223074,1.6628
20240820,510500,中证500ETF南方,177.769686,4.676
20240821,510050,上证50ETF华夏,531.717668,2.4279
20240821,510300,沪深300ETF华泰柏瑞,801.1758769999999,3.3871
20240821,510310,沪深300ETF易方达,1099.843074,1.6574
20240821,510500,中证500ETF南方,178.12968600000002,4.6609
20240823,510050,上证50ETF华夏,533.526668,2.4446
20240823,510300,沪深300ETF华泰柏瑞,813.4338769999999,3.3937
20240823,510310,沪深300ETF易方达,1117.823074,1.6606
20240823,510500,中证500ETF南方,180.669686,4.6101
20240826,510050,上证50ETF华夏,532.7886679999999,2.4429
20240826,510300,沪深300ETF华泰柏瑞,819.499877,3.3916
20240826,510310,沪深300ETF易方达,1134.023074,1.6595
20240826,510500,中证500ETF南方,180.589686,4.6172
20240828,510050,上证50ETF华夏,538.575668,2.426
20240828,510300,沪深300ETF华泰柏瑞,837.6168769999999,3.3555
20240828,510310,沪深300ETF易方达,1159.043074,1.6417
20240828,510500,中证500ETF南方,182.329686,4.5721
20240829,510050,上证50ETF华夏,539.808668,2.407
20240829,510300,沪深300ETF华泰柏瑞,848.8578769999999,3.3463
20240829,510310,沪深300ETF易方达,1168.743074,1.6373
20240829,510500,中证500ETF南方,184.241686,4.6311
20240904,510050,上证50ETF华夏,547.746668,2.3599
20240904,510300,沪深300ETF华泰柏瑞,853.8618769999999,3.3206
20240904,510310,沪深300ETF易方达,1184.723074,1.6247
20240904,510500,中证500ETF南方,183.813686,4.6552
20240910,510050,上证50ETF华夏,549.1776679999999,2.3225
20240910,510300,沪深300ETF华泰柏瑞,866.830877,3.2635
20240910,510310,沪深300ETF易方达,1208.003074,1.5969
20240910,510500,中证500ETF南方,183.633686,4.5806
20240911,510050,上证50ETF华夏,551.6436679999999,2.3079
20240911,510300,沪深300ETF华泰柏瑞,869.863877,3.2543
20240911,510310,沪深300ETF易方达,1208.343074,1.5924
20240911,510500,中证500ETF南方,183.633686,4.5877
20240913,510050,上证50ETF华夏,552.2016679999999,2.2932
20240913,510300,沪深300ETF华泰柏瑞,872.7708769999999,3.2274
20240913,510310,沪深300ETF易方达,1208.923074,1.5792
20240913,510500,中证500ETF南方,184.081686,4.5233
20240918,510050,上证50ETF华夏,550.779668,2.3062
20240918,510300,沪深300ETF华泰柏瑞,877.081877,3.2391
20240918,510310,沪深300ETF易方达,1216.803074,1.585
20240918,510500,中证500ETF南方,183.961686,4.5346
20240919,510050,上证50ETF华夏,550.059668,2.3186
20240919,510300,沪深300ETF华泰柏瑞,883.147877,3.265
20240919,510310,沪深300ETF易方达,1218.643074,1.5977
20240919,510500,中证500ETF南方,186.037686,4.5934
20240925,510050,上证50ETF华夏,545.640668,2.481
20240925,510300,沪深300ETF华泰柏瑞,919.597877,3.4747
20240925,510310,沪深300ETF易方达,636.4414400000001,3.4026
20240925,510500,中证500ETF南方,191.285686,4.8095
20241009,510050,上证50ETF华夏,577.806668,2.7862
20241009,510300,沪深300ETF华泰柏瑞,997.015877,4.0374
20241009,510310,沪深300ETF易方达,657.8254400000001,3.957
20241009,510500,中证500ETF南方,209.841686,5.8294
20241010,510050,上证50ETF华夏,579.372668,2.8476
20241010,510300,沪深300ETF华泰柏瑞,1000.849877,4.081
20241010,510310,沪深300ETF易方达,661.03844,3.9996
20241010,510500,中证500ETF南方,210.501686,5.7836
20241016,510050,上证50ETF华夏,570.6876679999999,2.7545
20241016,510300,沪深300ETF华泰柏瑞,1000.444877,3.9108
20241016,510310,沪深300ETF易方达,661.93844,3.8329
20241016,510500,中证500ETF南方,201.353686,5.5506
20241022,510050,上证50ETF华夏,564.315668,2.8021
20241022,510300,沪深300ETF华泰柏瑞,973.714877,4.0417
20241022,510310,沪深300ETF易方达,659.4364400000001,3.8792
20241022,510500,中证500ETF南方,199.369686,5.8489
20241023,510050,上证50ETF华夏,560.931668,2.8183
20241023,510300,沪深300ETF华泰柏瑞,965.515877,4.0576
20241023,510310,沪深300ETF易方达,658.42844,3.8946
20241023,510500,中证500ETF南方,199.085686,5.8721
20241025,510050,上证50ETF华夏,556.2066679999999,2.7926
20241025,510300,沪深300ETF华泰柏瑞,957.451877,4.0407
20241025,510310,沪深300ETF易方达,655.32344,3.8786
20241025,510500,中证500ETF南方,198.345686,5.9063
20241028,510050,上证50ETF华夏,556.5576679999999,2.7954
20241028,510300,沪深300ETF华泰柏瑞,955.957877,4.0483
20241028,510310,沪深300ETF易方达,654.40544,3.8861
20241028,510500,中证500ETF南方,195.173686,5.9811
20241030,510050,上证50ETF华夏,561.660668,2.7426
20241030,510300,沪深300ETF华泰柏瑞,952.627877,3.9724
20241030,510310,沪深300ETF易方达,654.5134400000001,3.8132
20241030,510500,中证500ETF南方,189.701686,5.9341
20241031,510050,上证50ETF华夏,562.6056679999999,2.7409
20241031,510300,沪深300ETF华泰柏瑞,947.641877,3.9742
20241031,510310,沪深300ETF易方达,646.9894400000001,3.815
20241031,510500,中证500ETF南方,188.625686,5.9983
20241106,510050,上证50ETF华夏,572.631668,2.8169
20241106,510300,沪深300ETF华泰柏瑞,952.591877,4.1098
20241106,510310,沪深300ETF易方达,649.36544,3.9461
20241106,510500,中证500ETF南方,188.021686,6.2253
20241112,510050,上证50ETF华夏,574.656668,2.8224
20241112,510300,沪深300ETF华泰柏瑞,933.061877,4.1723
20241112,510310,沪深300ETF易方达,643.82144,4.0071
20241112,510500,中证500ETF南方,180.573686,6.364
20241113,510050,上证50ETF华夏,576.204668,2.8392
20241113,510300,沪深300ETF华泰柏瑞,928.723877,4.1986
20241113,510310,沪深300ETF易方达,642.9214400000001,4.0323
20241113,510500,中证500ETF南方,180.313686,6.3602
20241115,510050,上证50ETF华夏,577.527668,2.7803
20241115,510300,沪深300ETF华泰柏瑞,927.094877,4.0543
20241115,510310,沪深300ETF易方达,641.98544,3.8933
20241115,510500,中证500ETF南方,184.517686,6.0205
20241118,510050,上证50ETF华夏,578.4366679999999,2.7869
20241118,510300,沪深300ETF华泰柏瑞,924.808877,4.0354
20241118,510310,沪深300ETF易方达,642.1384400000001,3.8752
20241118,510500,中证500ETF南方,183.829686,5.9273
20241120,510050,上证50ETF华夏,576.906668,2.7845
20241120,510300,沪深300ETF华泰柏瑞,914.575877,4.0711
20241120,510310,沪深300ETF易方达,639.51944,3.9098
20241120,510500,中证500ETF南方,178.001686,6.0888
20241121,510050,上证50ETF华夏,577.779668,2.7892
20241121,510300,沪深300ETF华泰柏瑞,910.291877,4.0747
20241121,510310,沪深300ETF易方达,638.61044,3.9133
20241121,510500,中证500ETF南方,177.217686,6.0816
20241127,510050,上证50ETF华夏,574.6296679999999,2.7318
20241127,510300,沪深300ETF华泰柏瑞,903.091877,3.9911
20241127,510310,沪深300ETF易方达,638.04344,3.8328
20241127,510500,中证500ETF南方,179.065686,5.898
20241203,510050,上证50ETF华夏,566.979668,2.7045
20241203,510300,沪深300ETF华泰柏瑞,899.8338769999999,4.0377
20241203,510310,沪深300ETF易方达,637.18844,3.8776
20241203,510500,中证500ETF南方,178.273686,6.0283
20241204,510050,上证50ETF华夏,561.165668,2.7004
20241204,510300,沪深300ETF华泰柏瑞,896.7378769999999,4.0159
20241204,510310,沪深300ETF易方达,636.83744,3.8566
20241204,510500,中证500ETF南方,178.065686,5.9739
20241206,510050,上证50ETF华夏,563.487668,2.7174
20241206,510300,沪深300ETF华泰柏瑞,902.056877,4.0592
20241206,510310,沪深300ETF易方达,640.14944,3.8984
20241206,510500,中证500ETF南方,179.029686,6.0764
20241209,510050,上证50ETF华夏,561.9126679999999,2.7202
20241209,510300,沪深300ETF华泰柏瑞,897.1068769999999,4.0525
20241209,510310,沪深300ETF易方达,639.87944,3.8918
20241209,510500,中证500ETF南方,176.573686,6.0428
20241211,510050,上证50ETF华夏,568.212668,2.7281
20241211,510300,沪深300ETF华泰柏瑞,914.404877,4.075
20241211,510310,沪深300ETF易方达,642.05744,3.9139
20241211,510500,中证500ETF南方,182.765686,6.1452
20241212,510050,上证50ETF华夏,569.4276679999999,2.7564
20241212,510300,沪深300ETF华泰柏瑞,917.284877,4.1155
20241212,510310,沪深300ETF易方达,642.26444,3.9528
20241212,510500,中证500ETF南方,184.485686,6.1992
20241218,510050,上证50ETF华夏,562.857668,2.7186
20241218,510300,沪深300ETF华泰柏瑞,910.192877,4.0265
20241218,510310,沪深300ETF易方达,639.59144,3.8675
20241218,510500,中证500ETF南方,183.505686,5.9816
20241224,510050,上证50ETF华夏,557.790668,2.7561
20241224,510300,沪深300ETF华泰柏瑞,907.933877,4.0725
20241224,510310,沪深300ETF易方达,643.1374400000001,3.9117
20241224,510500,中证500ETF南方,182.349686,5.9888
20241225,510050,上证50ETF华夏,552.3456679999999,2.7641
20241225,510300,沪深300ETF华泰柏瑞,901.768877,4.0745
20241225,510310,沪深300ETF易方达,642.2914400000001,3.9136
20241225,510500,中证500ETF南方,180.089686,5.9329
20241227,510050,上证50ETF华夏,558.501668,2.7556
20241227,510300,沪深300ETF华泰柏瑞,902.695877,4.0699
20241227,510310,沪深300ETF易方达,640.9414400000001,3.9093
20241227,510500,中证500ETF南方,179.961686,5.993
20241230,510050,上证50ETF华夏,556.4946679999999,2.7729
20241230,510300,沪深300ETF华泰柏瑞,900.841877,4.0888
20241230,510310,沪深300ETF易方达,639.23144,3.9274
20241230,510500,中证500ETF南方,179.981686,5.9927
20250102,510050,上证50ETF华夏,555.5856679999999,2.6621
20250102,510300,沪深300ETF华泰柏瑞,901.102877,3.9061
20250102,510310,沪深300ETF易方达,638.64644,3.7518
20250102,510500,中证500ETF南方,175.565686,5.633
20250107,510050,上证50ETF华夏,556.521668,2.6471
20250107,510300,沪深300ETF华泰柏瑞,905.944877,3.882
20250107,510310,沪深300ETF易方达,641.64344,3.7288
20250107,510500,中证500ETF南方,175.70168600000002,5.5709
20250108,510050,上证50ETF华夏,555.342668,2.6525
20250108,510300,沪深300ETF华泰柏瑞,905.683877,3.8762
20250108,510310,沪深300ETF易方达,642.39044,3.7231
20250108,510500,中证500ETF南方,174.917686,5.548
20250110,510050,上证50ETF华夏,554.7306679999999,2.6145
20250110,510300,沪深300ETF华泰柏瑞,904.846877,3.8195
20250110,510310,沪深300ETF易方达,642.80444,3.6685
20250110,510500,中证500ETF南方,174.109686,5.4545
20250113,510050,上证50ETF华夏,557.8356679999999,2.6073
20250113,510300,沪深300ETF华泰柏瑞,910.084877,3.809
20250113,510310,沪深300ETF易方达,643.9024400000001,3.6585
20250113,510500,中证500ETF南方,175.993686,5.4664
20250114,510050,上证50ETF华夏,556.233668,2.6538
20250114,510300,沪深300ETF华泰柏瑞,911.290877,3.9091
20250114,510310,沪深300ETF易方达,646.2874400000001,3.7549
20250114,510500,中证500ETF南方,176.477686,5.6602
20250115,510050,上证50ETF华夏,553.371668,2.6463
20250115,510300,沪深300ETF华泰柏瑞,910.624877,3.8841
20250115,510310,沪深300ETF易方达,646.14344,3.7307
20250115,510500,中证500ETF南方,176.077686,5.6095
20250116,510050,上证50ETF华夏,551.058668,2.6346
20250116,510300,沪深300ETF华泰柏瑞,909.580877,3.8883
20250116,510310,沪深300ETF易方达,645.5314400000001,3.735
20250116,510500,中证500ETF南方,176.237686,5.5413
20250117,510050,上证50ETF华夏,552.147668,2.6371
20250117,510300,沪深300ETF华泰柏瑞,908.833877,3.9007
20250117,510310,沪深300ETF易方达,645.36044,3.7468
20250117,510500,中证500ETF南方,176.58168600000002,5.5837
20250120,510050,上证50ETF华夏,552.246668,2.6437
20250120,510300,沪深300ETF华泰柏瑞,908.545877,3.9186
20250120,510310,沪深300ETF易方达,645.3784400000001,3.7642
20250120,510500,中证500ETF南方,177.673686,5.6111
20250122,510050,上证50ETF华夏,549.8796679999999,2.6051
20250122,510300,沪深300ETF华泰柏瑞,905.170877,3.8857
20250122,510310,沪深300ETF易方达,643.79444,3.7326
20250122,510500,中证500ETF南方,175.45768600000002,5.6039
20250123,510050,上证50ETF华夏,548.4846679999999,2.6225
20250123,510300,沪深300ETF华泰柏瑞,905.287877,3.8941
20250123,510310,沪深300ETF易方达,643.7044400000001,3.7407
20250123,510500,中证500ETF南方,176.869686,5.5819
20250205,510050,上证50ETF华夏,547.179668,2.6194
20250205,510300,沪深300ETF华泰柏瑞,902.263877,3.8878
20250205,510310,沪深300ETF易方达,642.40844,3.7344
20250205,510500,中证500ETF南方,176.161686,5.6117
20250206,510050,上证50ETF华夏,551.2836679999999,2.6383
20250206,510300,沪深300ETF华泰柏瑞,909.949877,3.9365
20250206,510310,沪深300ETF易方达,642.86744,3.7814
20250206,510500,中证500ETF南方,177.609686,5.7454
20250207,510050,上证50ETF华夏,553.902668,2.6665
20250207,510300,沪深300ETF华泰柏瑞,907.807877,3.9874
20250207,510310,沪深300ETF易方达,642.54344,3.8304
